protein,normalized_ratio_protein_level_Gly_plus0_Pro,normalized_ratio_protein_level_Gly_plus1_Pro,normalized_ratio_protein_level_Gly_plus2_Pro,total_intensity_every_channel_protein_level,total_intensity_all_channels_protein_level
P02769,0.9,1.02,1.09,"[20055822.1, 22743701.1, 24366805.2]",67166328.4
